index,name,place_id,lat,lng,city,state,grade,usa,iac,hm,tsa,nfo,vehicles,phone,fax,account,email,phone2,notes,contact
632,Raymond Johnson,,0,0,Lexington,KY,4,0,0,0,0,0,n,(859) 537-4656,,,,,5pm-11pm+weeknd,
633,River Cities Courier,,37.9909673,-84.5197203,Lexington,KY,4,0,0,0,0,0,n,(606) 324-0656,,,dispatch@rivercitiescourier.com,,,
634,Velox Express,,37.9991136,-84.5281578,Lexington,KY,4,0,0,0,0,0,n,(877) 835-6946,,,dispatch@veloxexpress.com,,,
635,ID Courier,,0,0,Louisville,ky,3,0,0,0,0,0,n,(502) 454-0007,(502) 454-0526,,,,fka PJ,
636,Now courier,,0,0,Louisville,KY,4,0,0,0,0,0,n,(502) 895-4777,,,,,,
637,Redmon Exp,,0,0,Louisville,ky,3,0,0,0,0,0,n,(502) 541-3009,,,,,,Jake Redmon
638,Robert Johnson,,0,0,Louisville,KY,3,7710,0,0,0,0,n,(502) 594-2612,,,,,long,
639,The Courier Company,,0,0,Louisville,KY,3,0,1,0,0,0,n,(877) 824-7365,(502) 363-9016,,,,,
640,Zip Courier Systems Inc.,,0,0,Louisville,ky,3,0,0,0,0,0,n,(502) 515-6590,(502) 515-6584,,,,,sandy
641,Briz Taxi,,0,0,Murray,KY,5,0,0,0,0,0,n,(270) 753-2749,,,,o: 270-227-7356,,Bonnie
642,American Road Express,,0,0,Owensboro,KY,3,0,0,0,0,0,t,(270) 926-4470,,,,,,Charlie
643,Courier Express,,0,0,Owensboro,KY,3,0,0,0,0,0,n,(270) 691-9191,(270) 691-9642,,,,,
644,Express Courier,,0,0,Paducah,KY,4,0,0,0,0,0,n,(270) 444-6638,,#10091,,,,
645,Metro Courier & Security,,0,0,Paducah,KY,3,0,0,0,0,0,n,(270) 554-6785,(270) 554-6762,,,,,Phyllis
646,Treasures Chest,,0,0,Radcliff,KY,3,0,0,0,0,0,n,(270) 351-2225,,,,,,
647,Express Taxi & Delivery,,0,0,Somerset,KY,3,0,0,0,0,0,n,(606) 679-9944,,,,"James: 606-678-0358, Paula: 859-333-9945",,
648,Top Dog Courier,,0,0,Somerset,KY,5,0,1,0,0,0,n,(606) 676-8304,,,topdog1858@twc.com,606-416-4226,,
649,Alpine Chauffeur,,0,0,Alexandria,LA,3,0,0,0,0,0,n,(318) 955-4080,,,,,,
650,Cenla Courier & Taxi,,0,0,Alexandria,LA,3,0,0,0,0,0,n,(318) 448-1417,(318) 443-5181,,,800-261-8260,,
651,Mintons Delivery Service,,0,0,Alexandria,LA,2,0,0,0,0,0,n,(318) 447-8481,,,bpbmint@gmail.com,,$$$,
652,Gary Goodlow,,0,0,Anacolo,LA,3,0,0,0,0,0,n,(337) 286-5468,,,,,,
653,Blaze Express Courier Service,,0,0,Baton Rouge,LA,3,0,0,0,0,0,n,(225) 819-3260,,,,,,
654,Errand Runners,,0,0,Baton Rouge,LA,3,0,0,0,0,0,n,(225) 505-7939,,,,,,Chris
655,Express Courier,,0,0,Baton Rouge,LA,5,0,0,0,0,0,n,(225) 755-1997,,,BatonRougeEmployees@expressdelivers.net,,,
656,"Fleming Courier, Inc",,0,0,Baton Rouge,LA,5,0,0,0,0,0,n,(225) 806-8143,(225) 357-0628,,ctrs1100@bellsouth.net,,,Eva
657,Total Delivery & Logistics – Office,,0,0,Baton Rouge,LA,5,0,0,0,0,0,n,(225) 261-1500,(225) 706-0999,,orders@totaldl.com,888-220-8396,"no overnight hold, ",Austin
658,AAA Red carpet Taxi,,0,0,Covington,LA,3,0,0,0,0,0,n,(985) 542-5074,,,,,,
659,"Kenner Kourier Service, Inc.",,0,0,Harahan,LA,3,0,0,0,0,0,n,(504) 734-3700,(504) 734-0701,,,,,Paul
660,Gulf Stream Courier,,0,0,La Place,LA,3,0,0,0,0,0,n,(504) 228-9922,,,,,,
661,Dixie cab,,0,0,Lafayette,LA,3,0,0,0,0,0,n,(337) 235-7517,,,,,,Joe Youseff
662,Express Courier,,0,0,Lafayette,LA,3,0,0,0,0,0,n,(337) 237-7706,,,,337-237-7708,,
663,Lafayette delivery - Air cargo Svcs,,0,0,Lafayette,LA,4,0,0,0,0,0,n,(337) 234-1208,(337) 234-7040,,emla031659@bellsouth.net,,,
664,Service Oriented,,0,0,Lafayette,LA,3,0,0,0,0,0,n,(337) 234-1212,,,info@serviceorientedllc.com,,,
665,Black Diamond,,0,0,Lake Charles,LA,3,0,0,0,0,0,n,(337) 529-2978,,,,,,
666,First Choice,,0,0,Lake Charles,LA,3,0,0,0,0,0,n,(337) 625-0000,,,,,,
667,Yellow Top Cab of Ft Polk,,0,0,Leesville,LA,3,0,0,0,0,0,n,(337) 239-6006,-,,,,,Patricia
668,A1 Taxi,,0,0,Monroe,LA,3,0,0,0,0,0,n,(318) 331-9233,,,,,,
669,Alpha Omega Taxi,,0,0,Monroe,LA,1,0,0,0,0,0,n,(318) 341-6633,,,,,,
670,Checker Cab,,0,0,Monroe,LA,1,0,0,0,0,0,n,(318) 362-0026,,,loydbeltoncheckercab@gmail.com,,$$$$,
671,Dashound Deliveries,,0,0,Monroe,LA,3,0,0,0,0,0,n,(318) 348-5100,,,,,,Lisa Hendry
672,Anytime Hot Shot,,0,0,New Orleans,LA,3,0,0,0,0,0,n,(504) 469-2001,(504) 469-4008,,,,,Rick
673,Blaze Express Courier Service,,0,0,New Orleans,LA,5,0,0,0,0,0,n,(504) 734-0580,(504) 734-0751,,,a: 504-880-7357,,Charlie Wolfe
674,Express Courier,,0,0,New Orleans,LA,3,0,0,0,0,0,n,(504) 736-0731,,,,,,
675,LA Express,,0,0,New Orleans,LA,4,0,0,0,0,0,n,(504) 887-6436,,,,,,
676,Vincents Cab,,0,0,Opelousas,LA,3,0,0,0,0,0,n,(337) 942-3612,,,,,,Sandra
677,ASAP Express,,0,0,Shreveport,LA,2,0,0,0,0,0,n,(318) 865-8889,(318) 859-0005,,,,$$$$$,
678,Express Courier,,0,0,Shreveport,LA,3,0,0,0,0,0,n,(318) 631-0861,(318) 631-0863,,,,,
679,First Choice,,0,0,Shreveport,LA,4,0,0,0,0,0,n,(318) 222-2113,,,DISPATCH@FIRSTCHOICEGROUP.US,,,
680,Strickland Courier Service,,0,0,Shreveport,LA,3,0,0,0,0,0,v,(318) 603-9068,,,,308-603-9068,,
681,First Choice,,0,0,Sulphur,LA,3,0,0,0,0,0,n,(504) 810-1729,,,,,,
682,Errand Runners,,0,0,Zachary,LA,3,0,0,0,0,0,n,(225) 505-7939,,,,,,Chris
683,Blaze Express Courier Service,,0,0,Harahan,LA ,3,0,0,0,0,0,n,(504) 734-0580,(504) 734-0751,,cjwolfe@blazecourier.com,,,Charlie
684,Bullet Courier,,0,0,Billerica,MA,2,0,0,0,0,0,n,(617) 678-4662,,,,,$$$$,
685,1 Shot Courier ,,0,0,Boston,MA,3,0,0,0,0,0,"b,c,v",(617) 451-7468,,,,,$16 local,Brian
686,Breakaway,,42.3589691,-71.054184,Boston,MA,5,0,0,0,0,0,n,(617) 426-4513,,,,a: 617-839-7468,,
687,Ed,,0,0,Boston,MA,5,6314,0,0,0,0,n,(617) 842-0548,,,,,,
688,Express It Delivery,,0,0,Boston,MA,3,0,0,0,0,0,n,(617) 242-8181,,,dispatch@expressitdelivery.com,,,
689,Laurence,,0,0,Boston,MA,3,0,0,0,0,0,n,(857) 615-1188,,,,857-265-0100,,
690,MP Davis Transportation,,0,0,Boston,MA,4,0,0,1,0,0,n,(508) 889-8392,,,,,,
691,Radford Group,,0,0,Boston,MA,3,0,0,0,0,0,t,(781) 769-2300,,,,,flatbeds,
692,Shawn Farnel,,0,0,Boston,MA,3,5951,0,0,0,0,n,(617) 543-4262,,,,,weekends,
693,Xpressman,,0,0,Braintree,MA,3,0,0,0,0,0,"t,v",(781) 300-2030,(781) 300-2037,,,,,jerry
694,American Courier,,0,0,Brockton,MA,3,0,0,0,0,0,n,(508) 889-4142,,,KATZEFF@COMCAST.NET,,,Mark
695,Trans Courier Systems,,42.070596,-71.06413,Brockton,MA,4,0,0,0,0,0,n,(800) 325-7874,,#20942,,,,
696,Walter Collier,,0,0,Brockton,MA,3,6173,0,0,0,0,n,(508) 944-0015,,,,,,
697,Cape Cod Courier,,0,0,Cape Cod,MA,3,0,0,0,0,0,n,(508) 232-1778,,,,,,Chris Brown
698,Crosstown Courier,,0,0,Chicopee,MA,3,0,0,0,0,0,n,(413) 594-7900,,,,,,
699,"e Couriers, Inc",,0,0,Clinton,MA,3,0,0,0,0,0,n,(800) 852-5738,(800) 290-6502,,jmugisa@ecourierusa.com,,"122 Grove St. Clinton, MA 01510",Jackson 
700,Airport Courier,,0,0,East Boston,MA,1,0,1,0,0,0,n,(617) 561-1151,(617) 569-8242,,dispatch@airportcourierservice.com,,$$$$$ last last resort,
701,American Expediting,,0,0,East Boston,MA,3,0,1,0,0,0,n,(617) 418-5788,(617) 418-7170,,,,,
702,Brian Derochers,,0,0,Eastern Mass,MA,3,0,0,0,0,0,t,(978) 804-3001,,,,,,
703,AA taxi,,0,0,Falmouth,MA,3,0,0,0,0,0,n,(508) 563-9944,,,,,,
704,Jason Wong,,0,0,Framingham,MA,3,6307,0,0,0,0,n,(781) 492-6505,,,,,also 6309+6310,
705,Airport Taxi,,0,0,Hyannis,MA,3,0,0,0,0,0,n,(508) 241-9911,,,,,no hold overnight,
706,Hyline crusis,,0,0,Hyannis,MA,3,0,0,0,0,0,n,(508) 778-0344,,,,,ship to Islands,
707,A&M Taxi,,0,0,Lowell,MA,3,0,0,0,0,0,n,(978) 453-8770,(978) 441-9506,,,,,Allan
708,e courier,,0,0,Malden,MA,3,0,0,0,0,0,n,,,,,,certification pending,
709,Advanced Courier Express,,0,0,Methuen,MA,3,0,0,0,0,0,n,(978) 337-6272,-,,1acecourier@comcast.net,181*134613*8,,Nick
710,Nantucket Airfreight,,0,0,Nantucket,MA,3,0,0,0,0,0,n,(508) 228-4807,,,,,,Ken
711,B&C Truck Express,,0,0,Norwood,MA,3,0,0,0,0,0,v,(781) 727-3417,(781) 278-9695,,nancyfoye37@yahoo.com,781-603-2093,,Nancy Foye
712,Empire Cab,,0,0,Shrewsbury,MA,3,0,0,0,0,0,n,(774) 262-1818,,,boatengzack@gmail.com,,,
713,Courier Express,,42.145361,-72.533459,Springfield,MA,4,0,0,0,0,0,n,(413) 730-6620,(413) 737-0642,#5714,info@courierexp.com,,,
714,Northern Courier,,0,0,Springfield,MA,3,0,0,0,0,0,n,(413) 222-9559,,,,,,John
715,K&J Express,,0,0,Stoughton,MA,3,0,0,0,0,0,n,(617) 318-8751,,,kemathieu@yahoo.fr,,"26', liftgate",Emmanuel
716,JNP,,0,0,Sutton,MA,3,0,0,0,0,0,t,(508) 865-5646,,,,c: 508-277-0594,,
717,Mark IV Logistics,,0,0,Waltham,MA,3,0,0,0,0,0,n,NEVER,781.642.0639,,,,,Tim Bergin
718,Nasser Mugerwa,,0,0,Waltham,MA,3,6278,0,0,0,0,n,(617) 820-0271,,,,,,
719,STAT Delivery Systems,,0,0,Ward Hill,MA,3,0,0,0,0,0,n,(877) 522-7828,,,,978-469-0118,"nj,vt, nh, ri",Jim-Don
720,Tom Barrett,,0,0,Weymouth,MA,3,6065,0,0,0,0,n,(781) 985-0799,,,,,24',
721,Derby Logistics,,0,0,Woburn,MA,3,0,0,0,0,0,n,(781) 938-4500,(781) 938-0970,,,,,
722,Truck Courier,,0,0,Woburn,MA,3,0,0,0,0,0,t,(800) 322-0000,,,,,,
723,e courier,,0,0,Worcester,MA,3,0,0,0,0,0,n,,,,,,,
724,Issam Wehbe,,0,0,Worcester,MA,3,6306,0,0,0,0,n,(508) 615-0443,,,sswehbe@gmail.com,,after 5pm+weekend,
725,Pegasus Couruer,,0,0,Worcester,MA,2,0,0,0,0,0,n,(508) 768-7733,,,,,$$$,Frank
726,Solomon,,0,0,Worcester,MA,3,0,0,0,0,0,t,(508) 579-2656,,,,,,
727,Worcester Courier,,0,0,Worcester,MA,3,0,0,0,0,0,n,(508) 845-8940,,,,,,
728,Annapolis Courier,,0,0,Annapolis,MD,3,0,0,0,0,0,n,(410) 451-4580,(410) 451-2269,,,,,Annette
729,BWA Couriers,,0,0,Annapolis,MD,3,0,0,0,0,0,n,(410) 224-4292,(410) 224-1321,,,,Get price quote ,
730,Afleet Couriers,,0,0,Baltimore,MD,5,0,0,0,0,0,n,(410) 788-3230,(410) 788-3330,,afleetcouriers@gmail.com,a: 410-984-7753,,Shawn Rink
731,American Expediting,,0,0,Baltimore,MD,3,0,1,0,0,0,n,,,,,,,
732,Business Link Courier,,0,0,Baltimore,MD,3,0,0,0,0,0,n,(410) 852-4269,(410) 349-4967,,,,$1.50-mi,David Miller
733,Falcon Express,,39.0580425,-76.8979695,Beltsville,MD,5,0,0,0,0,0,n,(800) 296-9696,(240) 264-3234,#11448,,,"$10 min, $1.69-mi",Gordon
734,City Express Courier Service,,0,0,Bethesda,MD,3,0,0,0,0,0,n,(240) 333-7324,(240) 333-7320,,eric@citypl.com,,min 35-$2 mile,Mike-Eric
735,A Fleet Courier,,0,0,Catonsville,MD,3,0,0,0,0,0,n,(410) 788-3230,(410) 788-3330,,,,n. of baltimore,Scott
736,Coach & Courier,,0,0,Crofton,MD,3,0,0,0,0,0,n,(410) 451-4580,,,,,,
737,Yellow Cab,,0,0,Cumberland,MD,3,0,0,0,0,0,n,(301) 722-4050,,,,,,
738,Courier Kingz,,0,0,Fredrick,MD,3,0,0,1,0,0,n,(240) 676-4632,,,courierkingz@gmail.com,,,
739,"Runners, Inc",,0,0,Gaithersburg,MD,3,0,0,0,0,0,n,(301) 948-7500,(301) 330-1451,#1919,,,1.35-1.50 $16 min,Thor
740,KAPP Partners LLC,,0,0,Germantown,MD,3,0,0,0,0,0,n,(301) 928-8521,(301) 841-7321,,alexw@kappllc.com,,25 min,Alex
741,G&M Freight Systems,,0,0,Glen Burnie,MD,3,0,0,0,0,0,t,(410) 787-2355,(410) 787-2357,,gmfreight@verizon.net,,,James
742,Associated Sedan & Courier,,0,0,Grasonville,MD,3,0,0,0,0,0,c,(410) 643-1500,(410) 604-3890,,,,,Harry Kane
743,Dell Transport,,0,0,Hagerstown,MD,3,0,1,0,0,0,n,(240) 291-5139,,,delltransport1@gmail.com,,,
744,Business Link Courier,,0,0,Millersville,MD,4,0,0,0,0,0,n,(410) 852-4269,(410) 349-4967,,,,,
745,Stat experts,,39.077219,-77.1699305,Rockville,MD,3,0,0,0,0,0,n,(301) 738-6830,(301) 738-6831,#5299,,"c: 410-982-5071, 703-370-6630",,Frank
746,Owen Richardson ,,0,0,Salisbury,MD,4,6224,0,0,0,0,n,(302) 569-0501,,,,,,
747,Salisbury Taxi,,0,0,Salisbury,MD,3,0,0,0,0,0,n,(410) 742-6666,(410) 742-5908,,salisburytaxi6666@gmail.com,,,Diane-Bill
748,YWBD Delivery,,0,0,Waldorf,MD,4,0,0,0,0,0,n,(240) 838-9923,,,ywbddelivery@gmail.com,,,
749,Early Bird Delivery,,0,0,Washington,MD,3,0,0,0,0,0,n,(301) 989-0038,(301) 384-0679,,,301-257-6768,$7-8,David
750,A&R Cleaning ,,0,0,Whalyville,MD,3,6220,0,0,0,0,n,(410) 641-1909,,,,,,Robin
751,Lasership,,39.3299835,-76.7562871,Windsor Mill,MD,3,0,0,0,0,0,n,(800) 313-1070,,,,,,Caeser Perez
752,PT Cab,,0,0,Augusta,ME,3,0,0,0,0,0,n,(800) 656-8902,,,,,,
753,Allen Buchanan Cab,,0,0,Bangor,ME,4,0,0,0,0,0,n,(207) 356-1737,,,,,,
754,Central maine Moving & Storage,,0,0,Bangor,ME,3,0,0,0,0,0,n,(207) 947-4114,(207) 941-2134,,,,,
755,Lynco Logistics,,0,0,Bangor,ME,3,0,0,0,0,0,"t,w",(207) 947-3311,(207) 947-2500,,,,,Brent Wilson
756,Queen City Couriers,,0,0,Bangor,ME,3,0,0,0,0,0,n,,,,jhowell@queencitycouriers.com,,,
757,Town Taxi & Maine Logistics,,0,0,Bangor,ME,3,0,0,0,0,0,n,(207) 735-5700,(207) 990-0855,,,,,Alicia
758,Marc Desrosiers,,0,0,Biddeford,ME,3,0,0,1,0,0,t,(207) 282-2296,(207) 282-6073,,poormemd@netscape.net,,$20 min $1.70-mi,
759,Comet Services,,0,0,Fairfield,ME,3,0,0,0,0,0,n,(207) 649-8656,(207) 453-7114,,comet8656@gmail.com,,1.15-1.50-mi,Mark Mushero
760,Maineway,,0,0,Naples,ME,3,0,0,0,0,0,n,(207) 899-6841,,,,,,Heather
761,General Courier,,0,0,Portland,ME,5,0,0,0,0,0,n,(800) 698-5035,(207) 767-7159,,info2@generalcourier.com,a: 207-939-1155,,
762,JLL Enterprise,,0,0,Portland,ME,4,0,0,0,0,0,n,(207) 520-4945,,,,,good rates,
763,Maine Expedited,,0,0,Portland,ME,3,0,0,0,0,0,n,(888) 888-3386,(207) 347-5263,,,,,
764,NGL Logistics,,0,0,Portland,ME,3,0,0,0,0,0,n,(207) 332-5882,(207) 774-3200,,,800-888-7874,,
765,Maine Parcel Service,,0,0,Westbrook,ME,3,0,0,0,0,0,n,(207) 856-0048,,,,,,
766,New England Courier,,0,0,Woolrich,ME,3,0,0,0,0,0,n,(207) 443-4500,(207) 442-7343,,,,,Linda
767,"American Courier Service, Inc.",,0,0,Ada,MI,3,0,0,0,0,0,n,(616) 453-8180,(616) 453-2757,,,,,
768,Sunrise Courier,,0,0,Alpena,MI,3,0,0,0,0,0,n,(989) 358-8338,(989) 358-2159,,,,,
769,Your Girl Friday Concierge,,0,0,Alpena,MI,3,0,0,0,0,0,n,(989) 916-7155,,,,,,
770,Metrodelivery,,0,0,Ann Arbor ,MI,3,0,0,0,0,0,n,(734) 973-0973,(734) 499-0972,#70064,,,check rates $$$,Ken
771,Great Lakes Courier,,0,0,Birmingham,MI,3,0,0,0,0,0,n,(248) 393-9707,(248) 322-4081,,,,,Chris
772,McMahon Helicopters,,0,0,Canton,MI,3,0,0,0,0,0,n,(800) 752-8590,,,,,$900-hr 300-mi,
773,Consider It Done,,0,0,Centerline,MI,3,0,0,0,0,0,n,(586) 756-1736,(586) 756-1603,,consideritdonetran@sbcglobal.net,,1.55-mi,Kimberly
774,OMA Taxi,,0,0,Charlrvoix,MI,3,0,0,0,0,0,n,(231) 675-1575,,,,,,
775,Great Lakes Courier,,0,0,Clarkston,MI,3,0,0,0,0,0,n,(248) 393-9707,(248) 393-9708,,,,,
776,City Wheels Courier,,0,0,Clinton Township,MI,3,0,0,0,0,0,n,(586) 286-4555,(586) 286-4446,,,586-242-1005,,
777,Kathleen Gregorowicz,,0,0,Dearborn,MI,4,6289,0,0,0,0,n,(313) 986-3033,,,,,,
778,MGS Express Delivery,,0,0,Dearborn,MI,3,0,0,0,0,0,n,(313) 945-7784,(313) 945-7790,,,,,John
779,American Expediting,,42.2351903,-83.3167789,Detroit,MI,5,0,1,0,0,0,n,(734) 326-3500,(734) 326-4610,,,,good for long,
780,Commercial Delivery Inc,,0,0,Detroit,MI,3,0,0,0,0,0,n,(313) 366-0004,(313) 366-2099,,,,,Ron
781,Elizabeth Cowan,,42.360222,-83.0839289,Detroit,MI,4,6277,0,0,0,0,n,(313) 505-9419,,,,,long,
782,ETA Services,,0,0,Detroit,MI,3,0,0,0,0,0,n,(734) 941-2020,(734) 941-5250,,,,,John 
783,Hall Solutions,,0,0,Detroit,MI,3,0,0,0,0,0,t,(734) 692-7730,(734) 692-7768,,,c: 313-550-8045,,Charlie
784,MGS Express Delivery,,0,0,Detroit,MI,3,0,0,0,0,0,n,(313) 945-7784,(313) 945-7790,,,,,John
785,OnWay Transport,,0,0,Detroit,MI,3,0,0,0,0,0,v,(586) 204-7800,,,,,,
786,Reliable Delivery,,0,0,Detroit,MI,5,0,1,0,0,0,n,(734) 641-1600,(734) 595-9722,#15374,,,check rates on all,
787,Superior Courier Service,,0,0,Detroit,MI,3,0,0,0,0,0,n,(313) 846-6900,(734) 281-7145,,,,$20-20mi,Jerry
788,Reliable Delivery,,0,0,Flint,MI,3,0,1,0,0,0,n,(810) 391-5000,,,,,,
789,Travel 9 Taxi,,0,0,Flint,MI,3,0,0,0,0,0,n,(810) 919-4222,,,,,,
790,"American Courier Service, Inc.",,0,0,Grand Rapids,MI,3,0,0,0,0,0,n,(616) 453-8180,(616) 453-2757,,,,,Ron
791,American Expediting,,0,0,Grand Rapids,MI,3,0,0,0,0,0,n,(616) 554-0868,,,,,,
792,Blue Hound,,0,0,Grand Rapids,MI,3,0,0,0,0,0,n,(616) 250-4594,,,,,,Jen
793,Reliable Delivery,,0,0,Grand Rapids,MI,4,0,1,0,0,0,n,(616) 464-0374,(616) 464-0495,,,,,
794,Same Day Delivery,,0,0,Grand Rapids,MI,3,0,0,0,0,0,n,(616) 791-6400,,#7947,,,,
795,West Michigan Delivery Service,,42.9588385,-85.660089,Grand Rapids,MI,3,0,0,0,0,0,n,(616) 540-7754,(616) 676-1759,,randeemurphy@sbcglobal.net,c: 616-302-0840,get quote,Dan Murphy
796,Gopher Express,,0,0,Holland,MI,3,0,0,0,0,0,n,(616) 399-8094,(616) 399-1462,,,,$75 min $1.85-mi,Star
797,Executive Transportation,,0,0,Houghton Lake,MI,3,0,0,0,0,0,n,(989) 422-6757,,,,,,
798,Colonial Transportation,,0,0,Jackson,Mi,3,0,0,0,0,0,n,(517) 782-7700,,,,,,
799,Alpha Delivery Service,,0,0,Kalamazoo,MI,3,0,0,0,0,0,n,(269) 349-1222,(269) 349-1001,,,,,
800,Nikjens delivery,,0,0,Kalamazoo,MI,3,0,0,0,0,0,n,(269) 808-1614,(269) 808-1614,,,,,
801,Soo Line Limo,,0,0,Kincheloe,MI,3,0,0,0,0,0,n,(906) 440-4674,,,,,,
802,Great Lakes Express,,0,0,Lansing,MI,3,0,0,0,0,0,n,(517) 484-2858,,,,,,
803,KDS,,0,0,Lansing,MI,3,0,0,0,0,0,n,(517) 749-4667,,,,,next day only,Paul
804,United Courier Service,,0,0,Lansing,MI,4,0,0,0,0,0,n,(517) 482-5375,(517) 482-9707,,driver8249@aol.com,,,
805,Chipeawa Cab & Limo,,0,0,Mt Pleasant,MI,2,0,0,0,0,0,n,(231) 624-4717,,,,,$$$$,
806,Blue Hound,,0,0,Muskegon,MI,3,0,0,0,0,0,n,(616) 250-4594,,,,,,
807,Gopher Express,,0,0,Muskegon,MI,3,0,0,0,0,0,n,(616) 399-8094,,,,,,Star
808,Port City Cab Co,,43.2055899,-86.2622455,Muskegon,MI,4,0,0,0,0,0,n,(231) 739-7161,(231) 737-2526,,,,,
809,Michiana Delivery Service,,0,0,Niles,MI,3,0,0,0,0,0,n,(269) 683-6850,(269) 683-6855,,,,,
810,Great Lakes Courier,,0,0,Pontiac,MI,3,0,0,0,0,0,n,(248) 393-9707,(248) 393-9708,,,,,
811,Advance Package Delivery,,0,0,Royal Oak,MI,3,0,0,0,0,0,n,(248) 546-4444,(248) 546-4455,,,,16,Dinesh
812,EZ Pro,,0,0,Saginaw,MI,2,0,0,0,0,0,n,(989) 497-9210,,,support@ezprodelivery.com,,"$$$$, $35-night hold",
813,Blue Hound,,0,0,Traverse City,MI,3,0,0,0,0,0,n,(616) 250-4594,,,,,,
814,Great Lakes -one man & van,,0,0,Traverse City,MI,3,0,0,0,0,0,n,(231) 313-0756,(231) 933-4101,,,,,Craige
815,Star Delivery,,0,0,Traverse City,MI,3,0,0,0,0,0,n,(231) 932-1612,(231) 932-1833,,,,,Christy
816,E.T.A. Services,,0,0,Westland,MI,3,0,0,0,0,0,n,(734) 941-2020,(734) 941-5250,,,,"Rotate 1-3 usage, min $25",John
817,Blue Hound,,0,0,Ypsilanti,MI,3,0,0,0,0,0,n,(616) 250-4594,,,,,,
818,Road Runner Delivery,,0,0,Bemidji,MN,3,0,0,0,0,0,n,(218) 751-9016,,,,,,
819,"Edina Couriers, LLC",,0,0,Bloomington,MN,3,0,0,0,0,0,n,(952) 948-1001,(952) 948-1711,,,,,Nicholas
820,Dash Delivery,,0,0,Duluth,MN,3,0,0,0,0,0,n,(218) 727-7111,(218) 727-4108,,mrey@4dash.com,,,Mike
821,Crosscountry Courier,,0,0,Eagan,MN,3,0,0,0,0,0,n,(651) 686-5520,,,,,,Rich Schwartz
822,K&K Express,,0,0,Eagan,MN,3,0,0,0,0,0,n,(800) 916-9337,(651) 379-0108,,,,,
823,Number One Couriers,,0,0,Edina,MN,3,0,0,0,0,0,n,(952) 915-1111,,,,,,Michelle Lee
824,Gold Cross Courier,,0,0,Mankato,MN,3,0,0,0,0,0,n,(507) 344-0980,,,,,,
825,Gold Cross Courier,,0,0,Mankato,MN,3,0,0,0,0,0,n,(507) 380-4552,,,,,"Mad,Eau,Mankato",Lori
826,Kato Cab,,0,0,Mankato,MN,3,0,0,0,0,0,n,(507) 388-7433,,,,,,
827,Taxi Pro,,0,0,Mankato,MN,3,0,0,0,0,0,n,(507) 720-5105,,,,,,
828,American Expediting,,0,0,Minneapolis,MN,3,0,1,0,0,0,n,(651) 686-5920,(651) 686-4011,,,,,
829,Linkdrive Express,,0,0,Minneapolis,MN,3,0,0,0,0,0,n,(651) 808-0438,(651) 203-3521,,linkdriveexpress@gmail.com,,,
830,Number 1 couriers,,0,0,Minneapolis,MN,5,0,0,0,0,0,n,(952) 915-1111,(952) 835-6858,,mark@number1couriers.com,,"get quote for long, 7348 Ohms Lane, Edina, MN 55439",Sue
831,Pro Courier,,0,0,Minneapolis,MN,3,0,0,0,0,0,n,(763) 571-8811,,,,,,
832,Quicksilver,,0,0,Minneapolis,MN,3,0,0,0,0,0,n,(651) 484-1111,(651) 484-3214,,,,,
833,Street Fleet,,0,0,Minneapolis,MN,3,0,0,0,0,0,n,(612) 623-9999,(612) 623-0328,,katyc@streetfleet.com,,,
834,Street Fleet Specialty,,0,0,Minneapolis,MN,4,0,0,1,0,0,n,(612) 623-9999,,,,,,
835,Eric Lauer,,0,0,Rochester,MN,3,0,0,0,0,0,n,(507) 208-3280,,,,,,
836,Gold Cross Courier,,0,0,Rochester,MN,3,0,0,0,0,0,n,(507) 536-0261,(507) 288-3596,,jhalvorson@goldcrosscourier.com,,,
837,Rochester City Delivery,,0,0,Rochester,MN,3,0,0,0,0,0,n,(507) 289-3264,,,,,,
838,AAA,,0,0,St Cloud,MN,3,0,0,0,0,0,n,(320) 257-3033,(320) 393-7347,,,,,
839,Midwest Courier,,0,0,Stewartville,MN,3,0,0,0,0,0,n,(507) 533-9041,(507) 533-0122,,,c: 507-213-1117,,Dave
840,Friendly Riders,,0,0,Wadena,MN,3,0,0,0,0,0,n,(218) 631-5730,,,,,,
841,Worthington Taxi,,0,0,Worthington,MN,3,0,0,0,0,0,n,(507) 372-4300,,,,wife: 507-360-6417,,
842,Liberty Cab,,0,0,Bonne Terre,MO,3,0,0,0,0,0,n,(573) 518-4144,,,,573-330-3848,,
843,Executive Delivery,,0,0,Branson,MO,3,0,0,0,0,0,n,(417) 335-6064,(417) 335-8938,,,,$1.00-mi,Theresa
844,L&P Delivery,,0,0,Cape Girardeau,MO,5,0,0,0,0,0,n,(573) 339-8135,,,,c: 573-450-1463,,
845,REX,,0,0,Cape Girardeau,MO,3,0,0,0,0,0,n,(314) 895-4564,(573) 803-1556,,,,,
846,J&J taxi,,0,0,Columbia,MO,3,0,0,0,0,0,n,(573) 874-7110,(573) 874-7118,,,,,John
847,Terry's Cab,,0,0,Columbia,MO,3,0,0,0,0,0,n,(573) 441-1414,,,,,,
848,Diamond Cab - JMM,,0,0,Hannibal,MO,3,0,0,0,0,0,n,(217) 222-6820,(217) 222-2292,,,,,
849,Special Dispatch,,0,0,Hazelwood,MO,3,0,0,0,0,0,n,(314) 731-2240,(314) 731-8055,,,,,Patty
